Question,Answer,Generated_Cypher
What is the cwe of the cve with description 'A SQL-Injection vulnerability in the nTracker USB Enterprise(secure USB management solution) allows a remote unauthenticated attacker to perform SQL query to access username password and other session related information.'?,CWE-89,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""sql-injection"")\n         AND toLower(cve.description) CONTAINS toLower(""ntracker usb enterprise"")\n         AND toLower(cve.description) CONTAINS toLower(""username password"")\n         AND toLower(cve.description) CONTAINS toLower(""session related information"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""sql-injection"")\n         AND toLower(cve.description) CONTAINS toLower(""ntracker usb enterprise"")\n         AND toLower(cve.description) CONTAINS toLower(""username password"")\n         AND toLower(cve.description) CONTAINS toLower(""session related information"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""sql-injection"")\n         AND toLower(cve.description) CONTAINS toLower(""ntracker usb enterprise"")\n         AND toLower(cve.description) CONTAINS toLower(""username password"")\n         AND toLower(cve.description) CONTAINS toLower(""session related information"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""sql-injection"")\n         AND toLower(cve.description) CONTAINS toLower(""ntracker usb enterprise"")\n         AND toLower(cve.description) CONTAINS toLower(""username password"")\n         AND toLower(cve.description) CONTAINS toLower(""session related information"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""sql-injection"")\n         AND toLower(cve.description) CONTAINS toLower(""ntracker usb enterprise"")\n         AND toLower(cve.description) CONTAINS toLower(""username password"")\n         AND toLower(cve.description) CONTAINS toLower(""session related information"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (']"
What is the cwe of the cve with description 'An issue exists within Akkadian Provisioning Manager 4.50.02 which allows attackers to view sensitive information within the /pme subdirectories.'?,CWE-668,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""akkadian provisioning manager"")\n         AND toLower(cve.description) CONTAINS toLower(""view sensitive information"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""akkkadian"")\n         AND toLower(cve.description) CONTAINS toLower(""view sensitive"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""akkkadian"")\n         AND toLower(cve.description) CONTAINS toLower(""view sensitive"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""akkkadian"")\n         AND toLower(cve.description) CONTAINS toLower(""view sensitive"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""akkkadian"")\n         AND toLower(cve.description) CONTAINS toLower(""view sensitive"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""akkkadian"")\n         AND toLower(cve.description) CONTAINS toLower(""view sensitive"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""akkkadian"")\n         AND toLower(cve.description) CONTAINS toLower(""view sensitive"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""akkkadian"")\n         AND toLower(cve.description) CONTAINS toLower(""view sensitive"")']"
"What is the cwe of the cve with description 'Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have a type confusion vulnerability. Successful exploitation could lead to arbitrary code execution .'?",CWE-843,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""type confusion"")\n         AND toLower(cve.description) CONTAINS toLower(""arbitrary code execution"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""type confusion"")\n         AND toLower(cve.description) CONTAINS toLower(""arbitrary code execution"")\n         RETURN cve', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""type confusion"")\n         AND toLower(cve.description) CONTAINS toLower(""arbitrary code execution"")\n         RETURN cve, w\n         LIMIT 5', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""type confusion"")\n         AND toLower(cve.description) CONTAINS toLower(""arbitrary code execution"")\n         RETURN cve, w\n         LIMIT 5', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""type confusion"")\n         AND toLower(cve.description) CONTAINS toLower(""arbitrary code execution"")\n         RETURN cve, w\n         LIMIT 5', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""type confusion"")\n         AND toLower(cve.description) CONTAINS toLower(""arbitrary code execution"")\n         RETURN cve, w\n         LIMIT 5', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""type confusion"")\n         AND toLower(cve.description']"
What is the cwe of the cve with description 'Afian FileRun 2021.03.26 allows stored XSS via an HTTP X-Forwarded-For header that is mishandled when rendering Activity Logs.'?,CWE-79,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""afian filerun"")\n         AND toLower(cve.description) CONTAINS toLower(""stored xss"")\n         AND toLower(cve.description) CONTAINS toLower(""http x-forwarded-for"")\n         AND toLower(cve.description) CONTAINS toLower(""activity logs"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""afian filerun"")\n         AND toLower(cve.description) CONTAINS toLower(""stored xss"")\n         AND toLower(cve.description) CONTAINS toLower(""http x-forwarded-for"")\n         AND toLower(cve.description) CONTAINS toLower(""activity logs"")\n         RETURN cve', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""afian filerun"")\n         AND toLower(cve.description) CONTAINS toLower(""stored xss"")\n         AND toLower(cve.description) CONTAINS toLower(""http x-forwarded-for"")\n         AND toLower(cve.description) CONTAINS toLower(""activity logs"")\n         RETURN cve, w\n         LIMIT 1', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""afian filerun"")\n         AND toLower(cve.description) CONTAINS toLower(""stored xss"")\n         AND toLower(cve.description) CONTAINS toLower(""http x-forwarded-for"")\n         AND toLower(cve.description) CONTAINS toLower(""activity logs"")\n         RETURN cve, w\n         LIMIT 5', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""afian filerun"")\n         AND toLower(cve.description) CONTAINS toLower(""stored xss"")\n         AND toLower(cve.description) CONTAINS toLower(""http x-forwarded-for"")\n         AND toLower(cve.description) CONTAINS toLower(""activity logs"")\n         RETURN cve, w\n         LIMIT 10', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""afian filerun"")\n         AND toLower(cve.description) CONTAINS']"
"What is the cwe of the cve with description 'Cross Site Scripting (XSS) vulnerability exists in UEditor v1.4.3.3, which can be exploited by an attacker to obtain user cookie information.'?",CWE-79,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""cross site scripting"")\n         AND toLower(cve.description) CONTAINS toLower(""xss vulnerability"")\n         AND toLower(cve.description) CONTAINS toLower(""ueditor v1.4.3.3"")\n         AND toLower(cve.description) CONTAINS toLower(""obtain user cookie information"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""cross site scripting"")\n         AND toLower(cve.description) CONTAINS toLower(""xss vulnerability"")\n         AND toLower(cve.description) CONTAINS toLower(""ueditor v1.4.3.3"")\n         AND toLower(cve.description) CONTAINS toLower(""obtain user cookie information"")\n         AND toLower(cve.description) CONTAINS toLower(""cookie"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""cross site scripting"")\n         AND toLower(cve.description) CONTAINS toLower(""xss vulnerability"")\n         AND toLower(cve.description) CONTAINS toLower(""ueditor v1.4.3.3"")\n         AND toLower(cve.description) CONTAINS toLower(""obtain user cookie information"")\n         AND toLower(cve.description) CONTAINS toLower(""user"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""cross site scripting"")\n         AND toLower(cve.description) CONTAINS toLower(""xss vulnerability"")\n         AND toLower(cve.description) CONTAINS toLower(""ueditor v1.4.3.3"")\n         AND toLower(cve.description) CONTAINS toLower(""obtain user cookie information"")\n         AND toLower(cve.description) CONTAINS toLower(""cookie information"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""cross site']"
"What is the cwe of the cve with description 'In Spring AMQP versions 2.2.0 - 2.2.18 and 2.3.0 - 2.3.10, the Spring AMQP Message object, in its toString() method, will deserialize a body for a message with content type application/x-java-serialized-object. It is possible to construct a malicious java.util.Dictionary object that can cause 100% CPU usage in the application if the toString() method is called.'?",CWE-502,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""spring amqp"")\n         AND toLower(cve.description) CONTAINS toLower(""application/x-java-serialized-object"")\n         AND toLower(cve.description) CONTAINS toLower(""100% cpu usage"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""spring amqp"")\n         AND toLower(cve.description) CONTAINS toLower(""application/x-java-serialized-object"")\n         AND toLower(cve.description) CONTAINS toLower(""100% cpu usage"")\n         AND toLower(cve.description) CONTAINS toLower(""toString() method"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""spring amqp"")\n         AND toLower(cve.description) CONTAINS toLower(""application/x-java-serialized-object"")\n         AND toLower(cve.description) CONTAINS toLower(""100% cpu usage"")\n         AND toLower(cve.description) CONTAINS toLower(""java.util.Dictionary object"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""spring amqp"")\n         AND toLower(cve.description) CONTAINS toLower(""application/x-java-serialized-object"")\n         AND toLower(cve.description) CONTAINS toLower(""100% cpu usage"")\n         AND toLower(cve.description) CONTAINS toLower(""toString() method"")\n         AND toLower(cve.description) CONTAINS toLower(""java.util.Dictionary object"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""spring amqp"")\n         AND toLower(cve.description) CONTAINS toLower(""application/x-java-serialized-object"")\n         AND toLower(cve.description) CONTAINS toLower(""100% cpu usage"")\n         AND toLower(cve.description) CONTAINS toLower(""toString() method"")\n         AND toLower(cve.description']"
"What is the cwe of the cve with description 'Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .'?",CWE-125,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""out-of-bounds read"")\n         AND toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""out-of-bounds read"")\n         AND toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         RETURN cve', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""out-of-bounds read"")\n         AND toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         RETURN cve, w\n         LIMIT 1', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""out-of-bounds read"")\n         AND toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         RETURN cve, w\n         LIMIT 1', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""out-of-bounds read"")\n         AND toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         RETURN cve, w\n         LIMIT 1', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""out-of-bounds read"")\n         AND toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         RETURN cve, w\n         LIMIT 1', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""adobe acrobat"")\n         AND toLower(cve.description) CONTAINS toLower(""out-of-bounds']"
"What is the cwe of the cve with description 'An information disclosure vulnerability exists in GitLab CE/EE <v12.3.2, <v12.2.6, and <v12.1.12 that allowed an attacker to view private system notes from a GraphQL endpoint.'?",CWE-862,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         AND toLower(cve.description) CONTAINS toLower(""gitlab ce/ee"")\n         AND toLower(cve.description) CONTAINS toLower(""graphql endpoint"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         AND toLower(cve.description) CONTAINS toLower(""gitlab ce/ee"")\n         AND toLower(cve.description) CONTAINS toLower(""graphql endpoint"")\n         AND toLower(cve.description) CONTAINS toLower(""private system notes"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         AND toLower(cve.description) CONTAINS toLower(""gitlab ce/ee"")\n         AND toLower(cve.description) CONTAINS toLower(""graphql endpoint"")\n         AND toLower(cve.description) CONTAINS toLower(""private system notes"")\n         AND toLower(cve.description) CONTAINS toLower(""v12.3.2"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         AND toLower(cve.description) CONTAINS toLower(""gitlab ce/ee"")\n         AND toLower(cve.description) CONTAINS toLower(""graphql endpoint"")\n         AND toLower(cve.description) CONTAINS toLower(""private system notes"")\n         AND toLower(cve.description) CONTAINS toLower(""v12.2.6"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""information disclosure"")\n         AND toLower(cve.description) CONTAINS toLower(""gitlab ce/ee"")\n         AND toLower(cve.description) CONTAINS toLower(""graphql endpoint"")\n         AND toLower(cve.description) CONTAINS toLower(""private system notes"")\n         AND toLower(cve']"
"What is the cwe of the cve with description 'Trusty contains a vulnerability in the NVIDIA TLK kernel function where a lack of checks allows the exploitation of an integer overflow through a specific SMC call that is triggered by the user, which may lead to denial of service.'?",CWE-190,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""trusty contains a vulnerability in the nvidia tlk kernel function"")\n         AND toLower(cve.description) CONTAINS toLower(""lack of checks allows the exploitation of an integer overflow through a specific smc call that is triggered by the user"")\n         AND toLower(cve.description) CONTAINS toLower(""may lead to denial of service"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""trusty contains a vulnerability in the nvidia tlk kernel function"")\n         AND toLower(cve.description) CONTAINS toLower(""lack of checks allows the exploitation of an integer overflow through a specific smc call that is triggered by the user"")\n         AND toLower(cve.description) CONTAINS toLower(""may lead to denial of service"")\n         RETURN cve', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""trusty contains a vulnerability in the nvidia tlk kernel function"")\n         AND toLower(cve.description) CONTAINS toLower(""lack of checks allows the exploitation of an integer overflow through a specific smc call that is triggered by the user"")\n         AND toLower(cve.description) CONTAINS toLower(""may lead to denial of service"")\n         RETURN cve, w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""trusty contains a vulnerability in the nvidia tlk kernel function"")\n         AND toLower(cve.description) CONTAINS toLower(""lack of checks allows the exploitation of an integer overflow through a specific smc call that is triggered by the user"")\n         AND toLower(cve.description) CONTAINS toLower(""may lead to denial of service"")\n         RETURN cve, w, count(*) as count', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""trusty contains a vulnerability in the nvidia tlk kernel function"")\n         AND toLower(cve.description) CONTAINS toLower(""lack of checks allows the exploitation of an integer overflow through a specific smc call that is triggered by the user"")\n         AND toLower(cve.description) CONTAINS toLower(""']"
"What is the cwe of the cve with description 'Visual Components (owned by KUKA) is a robotic simulator that allows simulating factories and robots in order toimprove planning and decision-making processes. Visual Components software requires a special license which can beobtained from a network license server. The network license server binds to all interfaces (0.0.0.0) and listensfor packets over UDP port 5093. No authentication/authorization is required in order to communicate with theserver. The protocol being used is a property protocol by RMS Sentinel which provides the licensing infrastructurefor the network license server. RMS Sentinel license manager service exposes UDP port 5093 which provides sensitivesystem information that could be leveraged for further exploitation without any kind of authentication. Thisinformation includes detailed hardware and OS characteristics.After a decryption process, a textual protocol is found which contains a simple header with the requested command,application-identifier, and some arguments. The protocol leaks information regarding the receiving serverinformation, license information and managing licenses, among others.Through this flaw, attackers can retreive information about a KUKA simulation system, particularly, the version ofthe licensing server, which is connected to the simulator, and which will allow them to launch local simulationswith similar characteristics, further understanding the dynamics of motion virtualization and opening doors toother attacks (see RVDP#711 and RVDP#712 for subsequent vulnerabilities that compromise integrity andavailability).Beyond compromising simulations, Visual Components provides capabilities to interface with industrial machinery.Particularly, their PLC Connectivity feature 'makes it easy' to connect simulations with control systems usingeither the industry standard OPC UA or other supported vendor specific interfaces. This fills the gap of jumpingfrom simulation to real and enables attackers to pivot from the Visual Components simulator to robots or otherIndustrial Control System (ICS) devices, such as PLCs.'?",CWE-306,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""visual components"")\n         AND toLower(cve.description) CONTAINS toLower(""kuka"")\n         AND toLower(cve.description) CONTAINS toLower(""udp port 5093"")\n         AND toLower(cve.description) CONTAINS toLower(""rms sentinel"")\n         AND toLower(cve.description) CONTAINS toLower(""license information"")\n         AND toLower(cve.description) CONTAINS toLower(""opc ua"")\n         AND toLower(cve.description) CONTAINS toLower(""industrial control system"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w\n        MATCH (cve:CVE)\n        WHERE toLower(cve.description) CONTAINS toLower(""visual components"")\n        AND toLower(cve.description) CONTAINS toLower(""kuka"")\n        AND toLower(cve.description) CONTAINS toLower(""udp port 5093"")\n        AND toLower(cve.description) CONTAINS toLower(""rms sentinel"")\n        AND toLower(cve.description) CONTAINS toLower(""license information"")\n        AND toLower(cve.description) CONTAINS toLower(""opc ua"")\n        AND toLower(cve.description) CONTAINS toLower(""industrial control system"")\n        AND toLower(cve.description) CONTAINS toLower(""simulation"")\n        AND toLower(cve.description) CONTAINS toLower(""robotics"")\n        OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n        RETURN w\n        MATCH (cve:CVE)\n        WHERE toLower(cve.description) CONTAINS toLower(""visual components"")\n        AND toLower(cve.description) CONTAINS toLower(""kuka"")\n        AND toLower(cve.description) CONTAINS toLower(""udp port 5093"")\n        AND toLower(cve.description) CONTAINS toLower(""rms sentinel"")\n        AND toLower(cve.description) CONTAINS toLower(""license information"")\n        AND toLower(cve.description) CONTAINS toLower(""opc ua"")\n        AND toLower(cve.description) CONTAINS toLower(""industrial control system"")\n        AND toLower(cve.description) CONTAINS toLower(""simulation"")\n        AND toLower(cve.description) CONTAINS toLower(""robotics"")\n        AND toLower(cve.description) CONTAINS toLower(""industrial control system"")\n        OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE']"
What is the cwe of the cve with description 'Clustering master branch as of commit 53e663e259bcfc8cdecb56c0bb255bd70bfcaa70 is affected by a directory traversal vulnerability. This attack can cause the disclosure of critical secrets stored anywhere on the system and can significantly aid in getting remote code access.'?,CWE-22,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""clustering master branch"")\n         AND toLower(cve.description) CONTAINS toLower(""directory traversal vulnerability"")\n         AND toLower(cve.description) CONTAINS toLower(""disclosure of critical secrets"")\n         AND toLower(cve.description) CONTAINS toLower(""remote code access"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""clustering master branch"")\n         AND toLower(cve.description) CONTAINS toLower(""directory traversal vulnerability"")\n         AND toLower(cve.description) CONTAINS toLower(""disclosure of critical secrets"")\n         AND toLower(cve.description) CONTAINS toLower(""remote code access"")\n         RETURN cve', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""clustering master branch"")\n         AND toLower(cve.description) CONTAINS toLower(""directory traversal vulnerability"")\n         AND toLower(cve.description) CONTAINS toLower(""disclosure of critical secrets"")\n         AND toLower(cve.description) CONTAINS toLower(""remote code access"")\n         RETURN cve, w\n         LIMIT 5', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""clustering master branch"")\n         AND toLower(cve.description) CONTAINS toLower(""directory traversal vulnerability"")\n         AND toLower(cve.description) CONTAINS toLower(""disclosure of critical secrets"")\n         AND toLower(cve.description) CONTAINS toLower(""remote code access"")\n         RETURN cve, w\n         LIMIT 5', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""clustering master branch"")\n         AND toLower(cve.description) CONTAINS toLower(""directory traversal vulnerability"")\n         AND toLower(cve.description) CONTAINS toLower(""disclosure of critical secrets"")\n         AND toLower(cve.description) CONTAINS toLower(""remote code access"")\n         RETURN cve, w\n         LIMIT 5', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""clustering master branch"")\n         AND toLower(c']"
What is the cwe of the cve with description 'An issue was discovered in libjpeg through 2020021. A NULL pointer dereference exists in the function HuffmanDecoder::Get() located in huffmandecoder.hpp. It allows an attacker to cause Denial of Service.'?,CWE-476,"['MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""an issue was discovered in libjpeg"")\n         AND toLower(cve.description) CONTAINS toLower(""NULL pointer dereference"")\n         AND toLower(cve.description) CONTAINS toLower(""HuffmanDecoder::Get() located in huffmandecoder.hpp"")\n         AND toLower(cve.description) CONTAINS toLower(""Denial of Service"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""libjpeg"")\n         AND toLower(cve.description) CONTAINS toLower(""NULL pointer dereference"")\n         AND toLower(cve.description) CONTAINS toLower(""HuffmanDecoder::Get() located in huffmandecoder.hpp"")\n         AND toLower(cve.description) CONTAINS toLower(""Denial of Service"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""libjpeg"")\n         AND toLower(cve.description) CONTAINS toLower(""NULL pointer dereference"")\n         AND toLower(cve.description) CONTAINS toLower(""HuffmanDecoder::Get() located in huffmandecoder.hpp"")\n         AND toLower(cve.description) CONTAINS toLower(""Denial of Service"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""libjpeg"")\n         AND toLower(cve.description) CONTAINS toLower(""NULL pointer dereference"")\n         AND toLower(cve.description) CONTAINS toLower(""HuffmanDecoder::Get() located in huffmandecoder.hpp"")\n         AND toLower(cve.description) CONTAINS toLower(""Denial of Service"")\n         OPTIONAL MATCH (cve)-[:HAS_CWE]->(w:CWE)\n         RETURN w', 'MATCH (cve:CVE)\n         WHERE toLower(cve.description) CONTAINS toLower(""libjpeg"")\n         AND toLower(cve.description) CONTAINS toLower(""NULL pointer dereference"")\n         AND toLower(cve.description) CONTAINS']"
